"email","leadsource","cost"
"email47673@yahoo.com","Unknown","8.61"
"email47674@hotmail.com","Remilon","18.08"
"email47675@yahoo.com","ForeignAffairsNL","22.24"
"email47676@yahoo.com","USNewsProfilePageBanner","24.83"
"email47677@gmail.com","ForeignPolicyBanner","71.94"
"email47678@gmail.com","ForeignPolicyNL","30.9"
"email47679@hotmail.com","Web","0"
"email47680@gmail.com","Web","0"
"email47681@gmail.com","ppcalinkedin","35.5"
"email47682@gmail.com","gmailbeta","65.22"
"email47683@gmail.com","Direct Apply","0"
"email47684@gmail.com","gmailbeta","56.01"
"email47685@gmail.com","ppcalinkedin","39.98"
"email47686@gmail.com","ForeignPolicyBanner","90.3"
"email47687@gmail.com","Unknown","102.98"
"email47688@gmail.com","",""
"email47689@yahoo.fr","Unknown","2.28"
"email47690@yahoo.com","ForeignAffairsNL","21.86"
"email47691@hotmail.com","ForeignAffairsNL","11.94"
"email47692@gmail.com","optimalfacebook","96.03"
"email47693@yahoo.co.uk","optimalfacebook","14.15"
"email47694@aol.com","optimalfacebook","60.5"
"email47695@gmail.com","GDN_Text","64.25"
"email47696@gmail.com","GDN_Text","36.44"
"email47697@state.gov","gmailbeta","56.69"
"email47698@yahoo.com","Remilon","133.62"
"email47699@gmail.com","Web","0"
"email47700@unaids.org","GDN_Text","104.82"
"email47701@gmail.com","MasterStudies","93.84"
"email47702@europa-uni.de","ppcalinkedin","20.75"
"email47703@163.com","",""
"email47704@mac.com","Web","0"
"email47705@btinternet.com","ForeignAffairsNL","70.86"
"email47706@hotmail.com","Web","0"
"email47707@gmail.com","Web","0"
"email47708@gmail.com","optimalfacebook","49.4"
"email47709@gmail.com","gmailbeta","12.49"
"email47710@gmail.com","",""
"email47711@gmail.com","Web","0"
"email47712@yahoo.com","Web","0"
"email47713@gmail.com","ForeignPolicyBanner","98.38"
"email47714@gmail.com","Remilon","71.95"
"email47715@gmail.com","gmailbeta","62.42"
"email47716@gmail.com","gmailbeta","117.99"
"email47717@gmail.com","Web","0"
"email47718@gmail.com","Web","0"
"email47719@ymail.com","Unknown","39.93"
"email47720@gmail.com","gmailbeta","112.61"
"email47721@ufpr.br","ForeignAffairsNL","3.71"
"email47722@gmail.com","gmailbeta","71.72"
"email47723@gmail.com","Web","0"
"email47724@gmail.com","gmailbeta","21.04"
"email47725@yahoo.com","UniversitiesAbroad","18.13"
"email47726@yahoo.co.in","USNewsProfilePageBanner","58.1"
"email47727@aol.com","UniversitiesAbroad","58.98"
"email47728@gmail.com","gmailbeta","8.76"
"email47729@gmail.com","optimalfacebook","22.94"
"email47730@gmail.com","Web","0"
"email47731@gmail.com","ppcalinkedin","120.46"
"email47732@yahoo.com","elearners","16.31"
"email47733@gmail.com","ForeignPolicyBanner","22.58"
"email47734@gmail.com","GRE","155.82"
"email47735@gmail.com","",""
"email47736@hotmail.com","AllStar","59.54"
"email47737@hotmail.com","PoliticalWireCplArticle","2.31"
"email47738@mongolianworld.com","optimalfacebook","4.7"
"email47739@yahoo.com","Search_NonBrand","102.25"
"email47740@gmail.com","ppcalinkedin","140.27"
"email47741@hotmail.com","optimalfacebook","21.55"
"email47742@us.army.mil","Military","67.67"
"email47743@aol.com","optimalfacebook","16.43"
"email47744@gmail.com","optimalfacebook","182.54"
"email47745@yahoo.com","optimalfacebook","20.03"
"email47746@hotmail.com","ForeignAffairsBanner","63"
"email47747@outlook.com","ForeignPolicyBanner","12.55"
"email47748@yahoo.com","optimalfacebook","126.21"
"email47749@gmail.com","Unknown","40.19"
"email47750@yahoo.com","optimalfacebook","110.12"
"email47751@student.gsu.edu","ppcalinkedin","8.32"
"email47752@gmail.com","Web","0"
"email47753@gmail.com","ppcalinkedin","34.86"
"email47754@yahoo.com","ForeignAffairsBanner","179.41"
"email47755@laposte.net","Unknown","10.42"
"email47756@gmail.com","Web","0"
"email47757@gmail.com","optimalfacebook","71.64"
"email47758@post.harvard.edu","ForeignPolicyNL","12.64"
"email47759@testing.com","USNews","34"
"email47760@testing.com","USNews","15.62"
"email47761@misericordia.edu","Web","0"
"email47762@gmail.com","Web","0"
"email47763@gmail.com","gmailbeta","73.13"
"email47764@yahoo.com","USNews","138.55"
"email47765@gmail.com","Web","0"
"email47766@terpmail.umd.edu","",""
"email47767@yahoo.com","Web","0"
"email47768@yahoo.com","Web","0"
"email47769@gmail.com","optimalfacebook","63.52"
"email47770@gmail.com","",""
"email47771@gmail.com","DiplomatBanner","58.52"
"email47772@gmail.com","optimalfacebook","103.08"
"email47773@gmail.com","ForeignPolicyBanner","53.58"
"email47774@yahoo.com","Web","0"
"email47775@hotmail.com","Web","0"
"email47776@2u.com","Web","0"
"email47777@gmail.com","optimalfacebook","33.45"
"email47778@yahoo.com","MasterStudies","122.83"
"email47779@me.com","Web","0"
"email47780@gmail.com","gmailbeta","80.73"
"email47781@gmail.com","gmailbeta","38.1"
"email47782@gmail.com","optimalfacebook","46.27"
"email47783@yahoo.co.uk","Web","0"
"email47784@cox.net","ForeignAffairsNL","23.39"
"email47785@gmail.com","ForeignAffairsNL","9.47"
"email47786@yahoo.com","optimalfacebook","27.1"
"email47787@gmail.com","MasterStudies","111.4"
"email47788@gmail.com","gmailbeta","81.99"
"email47789@yahoo.com","ppcalinkedin","116.66"
"email47790@gmail.com","Web","0"
"email47791@gmail.com","ppcalinkedin","33.74"
"email47792@yahoo.com","gmailbeta","10.34"
"email47793@gmail.com","Web","0"
"email47794@gmail.com","Web","0"
"email47795@gmail.com","Web","0"
"email47796@crs.org","MasterStudies","46.77"
"email47797@gmail.com","GradSchools","57.31"
"email47798@gmail.com","Unknown","98.67"
"email47799@yahoo.com","AllStar","49.2"
"email47800@gmail.com","optimalfacebook","137.75"
"email47801@yahoo.com","optimalfacebook","16.28"
"email47802@sbcglobal.net","Web","0"
"email47803@aol.com","ppcalinkedin","54.23"
"email47804@gmail.com","Remilon","88.64"
"email47805@gmail.com","Web","0"
"email47806@gmail.com","Web","0"
"email47807@yahoo.com","DiplomatSocial","41.61"
"email47808@gmail.com","ppcalinkedin","73.37"
"email47809@yahoo.com.br","worldpoliticscplintbanner","55.09"
"email47810@gmail.com","gmailbeta","69.72"
"email47811@yahoo.com","gmailbeta","5.04"
"email47812@gmail.com","DiplomatBanner","60.09"
"email47813@gmail.com","gmailbeta","23.68"
"email47814@gmail.com","optimalfacebook","48.5"
"email47815@hotmail.com","optimalfacebook","86.78"
"email47816@gmail.com","gmailbeta","50.26"
"email47817@hotmail.com","ForeignPolicyBanner","119.38"
"email47818@gmail.com","gmailbeta","40.89"
"email47819@gmail.com","",""
"email47820@gmail.com","optimalfacebook","64.42"
"email47821@hotmail.com","Military","7.07"
"email47822@hotmail.com","",""
"email47823@gmail.com","Search_NonBrand","101.74"
"email47824@iupui.edu","",""
"email47825@bryan.edu","optimalfacebook","42.36"
"email47826@yahoo.com","Web","0"
"email47827@gmail.com","Web","0"
"email47828@gmail.com","Web","0"
"email47829@gmail.com","Search_Brand","121.23"
"email47830@yahoo.com","Search_Brand","28.04"
"email47831@gmail.com","Web","0"
"email47832@yahoo.com","DiplomatSocial","59.25"
"email47833@gmail.com","gmailbeta","8.88"
"email47834@gmail.com","Direct Apply","0"
"email47835@gmail.com","Web","0"
"email47836@hotmail.com","optimalfacebook","10.2"
"email47837@yahoo.com","DiplomatSocial","45.36"
"email47838@me.com","DiplomatSocial","10.33"
"email47839@yahoo.com","Unknown","30.02"
"email47840@gmail.com","Remilon","46.81"
"email47841@gmail.com","ppcalinkedin","73"
"email47842@shsu.edu","Web","0"
"email47843@hotmail.com","ppcalinkedin","40.42"
"email47844@gmail.com","Web","0"
"email47845@okstate.edu","Web","0"
"email47846@juno.com","Web","0"
"email47847@hotmail.com","optimalfacebook","143.95"
"email47848@gmail.com","ppcalinkedin","104.35"
"email47849@ymail.com","worldpoliticscplintbanner","23.02"
"email47850@gmail.com","DiplomatBanner","353.9"
"email47851@hotmail.com","ForeignPolicyBanner","123.18"
"email47852@yahoo.com","Web","0"
"email47853@gmail.com","DiplomatSocial","45.04"
"email47854@gmail.com","gmailbeta","4.01"
"email47855@gmail.com","Web","0"
"email47856@yahoo.com","optimalfacebook","128.45"
"email47857@gmail.com","Web","0"
"email47858@yahoo.com","optimalfacebook","46"
"email47859@hotmail.com","ForeignAffairsBanner","57.44"
"email47860@gmail.com","optimalfacebook","84.8"
"email47861@gmail.com","gmailbeta","2.4"
"email47862@gmail.com","",""
"email47863@yahoo.com","USNews","20.92"
"email47864@gmail.com","optimalfacebook","100.88"
"email47865@gmail.com","optimalfacebook","105.7"
"email47866@rocketmail.com","optimalfacebook","30.21"
"email47867@gmail.com","optimalfacebook","96.49"
"email47868@gmail.com","optimalfacebook","99.84"
"email47869@freenet.de","Web","0"
"email47870@gmail.com","gmailbeta","39.07"
"email47871@yahoo.com","Search_Brand","20.1"
"email47872@gmail.com","ForeignPolicyBanner","27.63"
"email47873@gmail.com","ppcalinkedin","81.12"
"email47874@gmail.com","Web","0"
"email47875@gmail.com","ppcalinkedin","58.6"
"email47876@msn.com","optimalfacebook","74.04"
"email47877@gmail.com","PoliticalWireCplArticle","7.18"
"email47878@hotmail.com","ppcalinkedin","123.28"
"email47879@umail.iu.edu","Direct Apply","0"
"email47880@gmail.com","Web","0"
"email47881@gmail.com","gmailbeta","24.53"
"email47882@pdh.co.uk","Web","0"
"email47883@yahoo.com","Web","0"
"email47884@gmail.com","ForeignAffairsBanner","83.03"
"email47885@live.com","optimalfacebook","50.37"
"email47886@hightowerlaw.com","optimalfacebook","16.63"
"email47887@yahoo.com","Web","0"
"email47888@gwu.edu","optimalfacebook","20.24"
"email47889@gmail.com","Direct Apply","0"
"email47890@gmail.com","optimalfacebook","43.84"
"email47891@gmail.com","optimalfacebook","45.3"
"email47892@aggiemail.usu.edu","Direct Apply","0"
"email47893@yahoo.com","optimalfacebook","46.41"
"email47894@gmail.com","ppcalinkedin","100.09"
"email47895@acg.edu","Web","0"
"email47896@gmail.com","Unknown","11.13"
"email47897@gmail.com","optimalfacebook","38.52"
"email47898@yahoo.com","Web","0"
"email47899@gmail.com","ppcalinkedin","4.65"
"email47900@gmail.com","Web","0"
"email47901@gmail.com","Direct Apply","0"
"email47902@gmail.com","gmailbeta","59.01"
"email47903@gmail.com","",""
"email47904@yahoo.com","AllStar","70"
"email47905@hotmail.com","optimalfacebook","63.83"
"email47906@mail.mil","",""
"email47907@hotmail.com","",""
"email47908@gmail.com","Web","0"
"email47909@gmail.com","Web","0"
"email47910@gmail.com","DiplomatBanner","34.2"
"email47911@clemson.edu","optimalfacebook","127.52"
"email47912@gmail.com","optimalfacebook","90.3"
"email47913@graduate.usmma.edu","Web","0"
"email47914@hotmail.com","",""
"email47915@aol.com","PoliticalWireCplArticle","15.19"
"email47916@hotmail.com","elearners","7.57"
"email47917@yahoo.com","Search_NonBrand","133.96"
"email47918@hotmail.com","Web","0"
"email47919@gmail.com","GDN_Image","64.93"
"email47920@caribbeancourtofjustice.org","Unknown","226.47"
"email47921@yahoo.com","optimalfacebook","7.25"
"email47922@yahoo.com","Direct Apply","0"
"email47923@aol.com","optimalfacebook","103.7"
"email47924@gmail.com","gmailbeta","25.73"
"email47925@gmail.com","gmailbeta","86.1"
"email47926@gmail.com","gmailbeta","34.85"
"email47927@gmail.com","",""
"email47928@setonhill.edu","GradSchools","53.08"
"email47929@test.com","ClassesUSA","25.54"
"email47930@onvol.net","Web","0"
"email47931@gmail.com","optimalfacebook","64.15"
"email47932@gmail.com","gmailbeta","146.22"
"email47933@gmail.com","Web","0"
"email47934@mail.umw.edu","DiplomatBanner","64.5"
"email47935@gmail.com","ppcalinkedin","33.49"
"email47936@gmail.com","gmailbeta","37.08"
"email47937@gmail.com","Web","0"
"email47938@yahoo.com","optimalfacebook","123.02"
"email47939@gmail.com","PoliticalWireCplArticle","18.9"
"email47940@gmail.com","ForeignAffairsNL","71.93"
"email47941@gmail.com","Web","0"
"email47942@hotmail.com","ppcalinkedin","35.31"
"email47943@ngc.com","",""
"email47944@hotmail.com","Web","0"
"email47945@gmail.com","gmailbeta","6.02"
"email47946@facebook.com","GDN_Text","20.1"
"email47947@gmail.com","Remilon","68.44"
"email47948@gmail.com","Web","0"
"email47949@gmail.com","GDN_Image","58.71"
"email47950@gmail.com","Web","0"
"email47951@yahoo.com","Web","0"
"email47952@live.com","DiplomatBanner","77.98"
"email47953@live.com","Web","0"
"email47954@gmail.com","gmailbeta","23.8"
"email47955@gmail.com","",""
"email47956@gmail.com","Web","0"
"email47957@gmail.com","Web","0"
"email47958@gmail.com","gmailbeta","39.25"
"email47959@gmail.com","gmailbeta","3.85"
"email47960@hotmail.com","Web","0"
"email47961@yahoo.com","worldpoliticscpldombanner","35.29"
"email47962@gmail.com","gmailbeta","102.11"
"email47963@gmail.com","gmailbeta","114.6"
"email47964@gmail.com","Web","0"
"email47965@hotmail.com","optimalfacebook","66.78"
"email47966@gmail.com","GradSchools","2.75"
"email47967@hotmail.com","gmailbeta","7.08"
"email47968@me.com","Web","0"
"email47969@gmail.com","optimalfacebook","20.73"
"email47970@hotmail.com","Web","0"
"email47971@gmail.com","ForeignAffairsNL","16.23"
"email47972@gmail.com","Web","0"
"email47973@gmail.com","optimalfacebook","36.79"
"email47974@gmail.com","DiplomatBanner","4.28"
"email47975@gmail.com","Web","0"
"email47976@gmail.com","Web","0"
"email47977@gmail.com","Web","0"
"email47978@gmail.com","optimalfacebook","19.94"
"email47979@mail.utoronto.ca","Web","0"
"email47980@gmail.com","optimalfacebook","36.66"
"email47981@yahoo.com","optimalfacebook","54.28"
"email47982@yahoo.com","Web","0"
"email47983@aol.com","optimalfacebook","73.29"
"email47984@gmail.com","ppcalinkedin","14.24"
"email47985@nsrpetro.com","ppcalinkedin","24.17"
"email47986@hotmail.com","optimalfacebook","27.55"
"email47987@gmail.com","Web","0"
"email47988@gmail.com","optimalfacebook","161.64"
"email47989@verizon.net","optimalfacebook","99.97"
"email47990@hotmail.com","Web","0"
"email47991@gmail.com","optimalfacebook","2.16"
"email47992@2.com","Web","0"
"email47993@gmail.com","Web","0"
"email47994@gmail.com","Web","0"
"email47995@gmail.com","optimalfacebook","50.11"
"email47996@kean.edu","Direct Apply","0"
"email47997@hotmail.com","Direct Apply","0"
"email47998@gmail.com","ForeignAffairsNL","90.31"
"email47999@hotmail.com","Web","0"
"email48000@hotmail.com","Web","0"
"email48001@hotmail.com","Web","0"
"email48002@msn.com","Direct Apply","0"
"email48003@gmail.com","optimalfacebook","31.21"
"email48004@yahoo.com","ppcalinkedin","110.88"
"email48005@gmail.com","socialm","99.45"
"email48006@american.edu","GradSchools","97.37"
"email48007@live.com","ForeignPolicyBanner","5.58"
"email48008@gmail.com","optimalfacebook","16.18"
"email48009@osu.edu","GRE","19.94"
"email48010@gmail.com","Direct Apply","0"
"email48011@gmail.com","Direct Apply","0"
"email48012@yahoo.co.uk","gmailbeta","71.31"
"email48013@gmail.com","Web","0"
"email48014@me.com","Search_NonBrand","100.81"
"email48015@me.com","Web","0"
"email48016@rocketmail.com","PoliticalWireCplArticle","25.3"
"email48017@gmail.com","habitatscholarshipemail","51.92"
"email48018@gmail.com","habitatscholarshipemail","24.77"
"email48019@gmail.com","habitatscholarshipemail","27.32"
"email48020@zagmail.gonzaga.edu","GRE","112.32"
"email48021@cox.net","gmailbeta","66.81"
"email48022@gmail.com","optimalfacebook","226.18"
"email48023@gmail.com","gmailbeta","26.08"
"email48024@gmail.com","GDN_Text","30.93"
"email48025@gmail.com","habitatscholarshipemail","10.32"
"email48026@gmail.com","habitatscholarshipemail","50.87"
"email48027@rode-com.de","Web","0"
"email48028@iest.edu.mx","Web","0"
"email48029@yahoo.com","Search_Brand","54.36"
"email48030@yahoo.com","habitatscholarshipemail","24.92"
"email48031@scranton.edu","GRE","167.75"
"email48032@gmail.com","gmailbeta","4"
"email48033@gmail.com","optimalfacebook","131.09"
"email48034@gmail.com","socialm","35.17"
"email48035@gmail.com","Search_Brand","31.82"
"email48036@azet.sk","CheggEmail","25.39"
"email48037@gmail.com","optimalfacebook","56.15"
"email48038@gmail.com","CheggEmail","28.95"
"email48039@goldmail.etsu.edu","optimalfacebook","39.07"
"email48040@gmail.com","optimalfacebook","84.61"
"email48041@yahoo.com","ppcalinkedin","11.15"
"email48042@live.com","ppcalinkedin","97.08"
"email48043@trinity.edu","",""
"email48044@hotmail.com","optimalfacebook","93.89"
"email48045@gmail.com","gmailbeta","45.14"
"email48046@altercpa.com","ppcalinkedin","33.34"
"email48047@yahoo.com","ppcalinkedin","109.42"
"email48048@yahoo.fr","townhallemail","89.04"
"email48049@bu.edu","ppcalinkedin","125.77"
"email48050@gmail.com","Web","0"
"email48051@css.edu","GradSchools","42.53"
"email48052@gmail.com","ForeignPolicyBanner","72.6"
"email48053@yahoo.com","Direct Apply","0"
"email48054@gmail.com","Web","0"
"email48055@hotmail.com","optimalfacebook","9.87"
"email48056@yahoo.com","Web","0"
"email48057@gmail.com","gmailbeta","57.92"
"email48058@kennesaw.edu","ForeignAffairsBanner","83.14"
"email48059@aol.com","townhallemail","163.3"
"email48060@gmail.com","townhallemail","39.59"
"email48061@aol.com","townhallemail","15.75"
"email48062@yahoo.com","DiplomatNL","2.77"
"email48063@gmail.com","gmailbeta","0.7"
"email48064@gmail.com","",""
"email48065@gmail.com","gmailbeta","54.09"
"email48066@hotmail.com","Web","0"
"email48067@yahoo.com","townhallemail","7.97"
"email48068@gmail.com","gmailbeta","96.63"
"email48069@gmail.com","Web","0"
"email48070@elmira.edu","Web","0"
"email48071@yahoo.com","townhallemail","138.37"
"email48072@gmail.com","",""
"email48073@aol.com","townhallemail","31.06"
"email48074@gmail.com","townhallemail","50.03"
"email48075@yahoo.co.uk","optimalfacebook","77.68"
"email48076@yahoo.co.uk","optimalfacebook","60.71"
"email48077@yahoo.com","Web","0"
"email48078@gmail.com","Unknown","123.56"
"email48079@hotmail.com","townhallemail","9.22"
"email48080@yahoo.com","DiplomatBanner","110.49"
"email48081@gmail.com","gmailbeta","18.26"
"email48082@yahoo.com","townhallemail","30.23"
"email48083@gmail.com","Web","0"
"email48084@aol.com","ppcalinkedin","133.17"
"email48085@aol.com","townhallemail","17.94"
"email48086@gmail.com","Web","0"
"email48087@gmail.com","optimalfacebook","17.67"
"email48088@gmail.com","PoliticalWireCplArticle","59.85"
"email48089@gmail.com","worldpoliticscpldombanner","5.85"
"email48090@gmail.com","gmailbeta","117.81"
"email48091@yahoo.com","ppcalinkedin","89.38"
"email48092@gmail.com","gmailbeta","33.69"
"email48093@gmail.com","gmailbeta","27.57"
"email48094@uscg.mil","Web","0"
"email48095@satx.rr.com","Web","0"
"email48096@gmail.com","ppcalinkedin","39.13"
"email48097@gmail.com","CheggEmail","24.42"
"email48098@gmail.com","townhallemail","74.42"
"email48099@gmail.com","ForeignPolicyBanner","97.76"
"email48100@gmail.com","Web","0"
"email48101@gmail.com","GradSchools","83.43"
"email48102@mac.com","Web","0"
"email48103@yahoo.com","Unknown","6.14"
"email48104@yahoo.com","optimalfacebook","41.65"
"email48105@adler.edu","townhallemail","24.23"
"email48106@hotmail.com","worldpoliticscplintbanner","17.03"
"email48107@gmail.com","gmailbeta","92.05"
"email48108@simonhorace.com","USNews","3.9"
"email48109@american.edu","optimalfacebook","15.01"
"email48110@gmail.com","optimalfacebook","116.15"
"email48111@hotmail.com","ppcalinkedin","41.24"
"email48112@gmail.com","Web","0"
"email48113@gmail.com","Web","0"
"email48114@gmail.com","optimalfacebook","47"
"email48115@gmail.com","Web","0"
"email48116@gmail.com","gmailbeta","56.44"
"email48117@gmail.com","Web","0"
"email48118@yahoo.com","Direct Apply","0"
"email48119@gmail.com","ppcalinkedin","105.87"
"email48120@comcast.net","optimalfacebook","47.67"
"email48121@yahoo.com","Web","0"
"email48122@gmail.com","gmailbeta","36.84"
"email48123@hotmail.com","habitatscholarshipemail","51.88"
"email48124@yahoo.com","optimalfacebook","39.07"
"email48125@me.com","Web","0"
"email48126@gmail.com","optimalfacebook","90.18"
"email48127@gmail.com","gmailbeta","7.8"
"email48128@gmail.com","ppcalinkedin","28.13"
"email48129@gmail.com","Search_NonBrand","11.74"
"email48130@wfp.org","Web","0"
"email48131@yahoo.com","optimalfacebook","31.93"
"email48132@me.com","Web","0"
"email48133@hotmail.com","optimalfacebook","42.94"
"email48134@post.com","ForeignPolicyBanner","54.5"
"email48135@yahoo.com","optimalfacebook","71.88"
"email48136@yahoo.com","ppcalinkedin","69.03"
"email48137@thegreat.com","ppcalinkedin","86.37"
"email48138@gmail.com","Web","0"
"email48139@wycliffe.ox.ac.uk","optimalfacebook","64.63"
"email48140@gmail.com","ForeignPolicyBanner","67.94"
"email48141@gmail.com","optimalfacebook","64.24"
"email48142@gmail.com","socialm","12.11"
"email48143@gmail.com","Web","0"
"email48144@alumni.ecu.edu","GRE","49.87"
"email48145@gmail.com","DiplomatBanner","24.21"
"email48146@ohio.edu","ppcalinkedin","0.65"
"email48147@mac.com","optimalfacebook","9.5"
"email48148@gmail.com","ForeignPolicyBanner","0.44"
"email48149@yahoo.fr","optimalfacebook","128.09"
"email48150@gmail.com","optimalfacebook","87.49"
"email48151@g.rwu.edu","optimalfacebook","55.18"
"email48152@hotmail.com","optimalfacebook","73.46"
"email48153@hotmail.com","ppcalinkedin","20.95"
"email48154@aol.com","ppcalinkedin","18.51"
"email48155@yahoo.com","Search_NonBrand","111.34"
"email48156@hotmail.com","",""
"email48157@gmail.com","ForeignPolicyBanner","28.63"
"email48158@gmail.com","optimalfacebook","33.81"
"email48159@yahoo.com","optimalfacebook","44.97"
"email48160@gmail.com","Web","0"
"email48161@gmail.com","gmailbeta","44.22"
"email48162@osu.edu","CheggEmail","73.98"
"email48163@mail.usf.edu","optimalfacebook","10.78"
"email48164@my.erau.edu","ForeignAffairsBanner","36.78"
"email48165@hotmail.com","Web","0"
"email48166@gmail.com","gmailbeta","17.5"
"email48167@gmail.com","gmailbeta","47.92"
"email48168@gmail.com","gmailbeta","6.19"
"email48169@gmail.com","Web","0"
"email48170@gmail.com","gmailbeta","0.77"
"email48171@gmail.com","gmailbeta","31.46"
"email48172@yahoo.com","Web","0"
"email48173@yahoo.com","optimalfacebook","46.86"
"email48174@gmail.com","ppcalinkedin","56.26"
"email48175@hotmail.com","optimalfacebook","30.79"
"email48176@hotmail.com","optimalfacebook","37.07"
"email48177@gmail.com","gmailbeta","4.82"
"email48178@gmail.com","ppcalinkedin","22.11"
"email48179@gmail.com","Web","0"
"email48180@gmail.com","optimalfacebook","58.71"
"email48181@gmail.com","Unknown","10.84"
"email48182@gmail.com","ppcalinkedin","196.87"
"email48183@gmail.com","DiplomatBanner","54.29"
"email48184@outlook.com","ppcalinkedin","50.86"
"email48185@gmail.com","Search_NonBrand","161.06"
"email48186@gmail.com","Search_NonBrand","312.63"
"email48187@gmail.com","ppcalinkedin","87.15"
"email48188@ymail.com","Direct Apply","0"
"email48189@vcu.edu","Web","0"
"email48190@yahoo.com","optimalfacebook","104.64"
"email48191@gmail.com","gmailbeta","46.16"
"email48192@gmail.com","gmailbeta","48.73"
"email48193@mac.com","ForeignAffairsBanner","111.97"
"email48194@gmail.com","ppcalinkedin","13.46"
"email48195@gmail.com","DiplomatBanner","29.78"
"email48196@gmail.com","PoliticalWireCplArticle","65.6"
"email48197@gmail.com","optimalfacebook","25.14"
"email48198@gmail.com","gmailbeta","70.35"
"email48199@gmail.com","Web","0"
"email48200@gmail.com","Search_NonBrand","28.38"
"email48201@gmail.com","ppcalinkedin","26.34"
"email48202@osu.edu","optimalfacebook","1.8"
"email48203@cofc.edu","optimalfacebook","2.32"
"email48204@gmail.com","gmailbeta","28.33"
"email48205@gmail.com","optimalfacebook","28.62"
"email48206@hotmail.com","worldpoliticscplintbanner","53.61"
"email48207@gmail.com","Direct Apply","0"
"email48208@aol.com","townhallnl","199.69"
"email48209@gmail.com","gmailbeta","21.87"
"email48210@yahoo.com","Web","0"
"email48211@hotmail.com","Web","0"
"email48212@gmail.com","Web","0"
"email48213@gmail.com","ppcalinkedin","68.69"
"email48214@sbcglobal.net","",""
"email48215@gmail.com","ppcalinkedin","55.62"
"email48216@rollins.edu","Search_NonBrand","181.71"
"email48217@abbott.com","DiplomatBanner","187.75"
"email48218@gmail.com","optimalfacebook","61.02"
"email48219@live.com","ppcalinkedin","123.08"
"email48220@yahoo.com","ppcalinkedin","98.38"
"email48221@yahoo.com","Web","0"
"email48222@yahoo.com","ppcalinkedin","22.37"
"email48223@gmail.com","gmailbeta","14.08"
"email48224@yahoo.com","GDN_Text","204.95"
"email48225@gmail.com","ppcalinkedin","17.36"
"email48226@icloud.com","Web","0"
"email48227@umn.edu","Web","0"
"email48228@gmail.com","EdConnectWeb","118.56"
"email48229@gmail.com","ppcalinkedin","13.53"
"email48230@gmail.com","gmailbeta","25.8"
"email48231@yahoo.com","optimalfacebook","102.84"
"email48232@gmail.com","gmailbeta","6.14"
"email48233@gmail.com","optimalfacebook","16.21"
"email48234@yahoo.com","Web","0"
"email48235@gmail.com","Web","0"
"email48236@gmail.com","ppcalinkedin","39.42"
"email48237@hotmail.com","habitatscholarshipemail","89.47"
"email48238@hotmail.com","optimalfacebook","26.96"
"email48239@gmail.com","Web","0"
"email48240@gmail.com","ForeignPolicyBanner","3.96"
"email48241@gmail.com","",""
"email48242@yahoo.com.br","DiplomatBanner","69"
"email48243@gmail.com","optimalfacebook","32.6"
"email48244@yahoo.com.br","Web","0"
"email48245@gmail.com","optimalfacebook","105.87"
"email48246@gmail.com","ppcalinkedin","170.59"
"email48247@gmail.com","Web","0"
"email48248@gmail.com","gmailbeta","17.58"
"email48249@gmail.com","Web","0"
"email48250@gmail.com","optimalfacebook","41.4"
"email48251@knox.edu","ForeignPolicyBanner","120.98"
"email48252@aol.com","Web","0"
"email48253@utexas.edu","Web","0"
"email48254@yahoo.com","optimalfacebook","54.96"
"email48255@yahoo.com","optimalfacebook","26.72"
"email48256@gmail.com","gmailbeta","101.21"
"email48257@gmail.com","ppcalinkedin","134.7"
"email48258@marianclinic.org","ppcalinkedin","2.85"
"email48259@gmail.com","gmailbeta","8.14"
"email48260@gmail.com","ppcalinkedin","40.76"
"email48261@gmail.com","optimalfacebook","14.66"
"email48262@gmail.com","Web","0"
"email48263@hotmail.com","gmailbeta","27.64"
"email48264@gmail.com","optimalfacebook","45.71"
"email48265@yahoo.fr","Unknown","159.05"
"email48266@gmail.com","USNews","120.32"
"email48267@icloud.com","ForeignAffairsBanner","43.87"
"email48268@yahoo.fr","Unknown","32.84"
"email48269@all.com","Web","0"
"email48270@aol.com","DiplomatBanner","16.06"
"email48271@live.com","optimalfacebook","72.83"
"email48272@gmail.com","ForeignAffairsBanner","5.52"
"email48273@gmail.com","masterstudiesemaildom","10.66"
"email48274@outlook.com","optimalfacebook","25.5"
"email48275@gmail.com","Web","0"
"email48276@gamil.com","Direct Apply","0"
"email48277@yahoo.com","Web","0"
"email48278@gmail.com","optimalfacebook","133.47"
"email48279@hotmail.com","masterstudiesemaildom","147.23"
"email48280@hotmail.com","masterstudiesemaildom","44.45"
"email48281@yahoo.com","masterstudiesemaildom","76.64"
"email48282@gmail.com","Web","0"
"email48283@gmail.com","PoliticalWireCplArticle","58.4"
"email48284@gmail.com","Web","0"
"email48285@yahoo.com","optimalfacebook","83.64"
"email48286@gmail.com","Web","0"
"email48287@kean.edu","masterstudiesemaildom","25.84"
"email48288@yahoo.com","masterstudiesemaildom","71.02"
"email48289@gmail.com","Web","0"
"email48290@gmail.com","GradSchools","73.94"
"email48291@yahoo.com","Direct Apply","0"
"email48292@gmail.com","ForeignPolicyBanner","126.5"
"email48293@utexas.edu","ppcalinkedin","20.26"
"email48294@gmail.com","gmailbeta","60.57"
